"FAT_YEARMONTH","FAT_DAY","FAT_TIME","FATALITY_ID","EVENT_ID","FATALITY_TYPE","FATALITY_DATE","FATALITY_AGE","FATALITY_SEX","FATALITY_LOCATION","EVENT_YEARMONTH"
199601,5,0,1001409,5556653,"D","01/05/1996 12:00:00",19,"M","Other",199601
199601,29,0,1001275,5548075,"D","01/29/1996 12:00:00",75,"F","Outside/Open Areas",199601
199601,19,0,1001579,5569986,"D","01/19/1996 12:00:00",54,"M","Mobile/Trailer Home",199601
199601,1,0,1001537,5574628,"D","01/01/1996 12:00:00",37,"M","Long Span Roof",199601
199601,18,0,1001538,5574649,"D","01/18/1996 12:00:00",23,"F","Vehicle/Towed Trailer",199601
199601,8,0,1001566,5569356,"D","01/08/1996 12:00:00",47,"M","Outside/Open Areas",199601
199601,7,0,1001567,5569363,"D","01/07/1996 12:00:00",76,"M","Outside/Open Areas",199601
199601,19,0,1001568,5569800,"D","01/19/1996 12:00:00",62,"F","Vehicle/Towed Trailer",199601
199601,19,0,1001569,5569804,"D","01/19/1996 12:00:00",17,"M","Outside/Open Areas",199601
199601,21,0,1001570,5569817,"D","01/21/1996 12:00:00",32,"M","Vehicle/Towed Trailer",199601
199601,19,0,1001571,5569819,"D","01/19/1996 12:00:00",34,"F","Vehicle/Towed Trailer",199601
199601,19,0,1001572,5569819,"D","01/19/1996 12:00:00",35,"F","Vehicle/Towed Trailer",199601
199601,19,0,1001573,5569819,"D","01/19/1996 12:00:00",38,"M","Vehicle/Towed Trailer",199601
199601,19,0,1001574,5569819,"D","01/19/1996 12:00:00",8,"M","Vehicle/Towed Trailer",199601
199601,19,0,1001575,5569986,"D","01/19/1996 12:00:00",77,"M","Vehicle/Towed Trailer",199601
199601,19,0,1001576,5569986,"D","01/19/1996 12:00:00",75,"F","Vehicle/Towed Trailer",199601
199601,19,0,1001577,5569986,"D","01/19/1996 12:00:00",68,"M","Vehicle/Towed Trailer",199601
199601,19,0,1001578,5569986,"D","01/19/1996 12:00:00",38,"F","Mobile/Trailer Home",199601
199601,19,0,1001580,5569986,"D","01/19/1996 12:00:00",59,"F","Vehicle/Towed Trailer",199601
199601,19,0,1001581,5569989,"D","01/19/1996 12:00:00",75,"M","Vehicle/Towed Trailer",199601
199601,11,0,1001739,5586728,"D","01/11/1996 12:00:00",33,"M","Outside/Open Areas",199601
199601,18,0,1001167,5538189,"D","01/18/1996 12:00:00",52,"M","Permanent Home",199601
199601,26,0,1001168,5538446,"D","01/26/1996 12:00:00",84,"M","Outside/Open Areas",199601
199601,29,0,1001169,5538447,"D","01/29/1996 12:00:00",57,"M","Outside/Open Areas",199601
199601,2,0,1001172,5536209,"D","01/02/1996 12:00:00",20,"F","Vehicle/Towed Trailer",199601
199601,12,0,1001173,5536955,"D","01/12/1996 12:00:00",8,"M","In Water",199601
199601,12,0,1001174,5536955,"D","01/12/1996 12:00:00",11,"M","In Water",199601
199601,7,0,1001175,5537464,"D","01/07/1996 12:00:00",24,"M","Other",199601
199601,10,0,1001177,5538285,"D","01/10/1996 12:00:00",11,"M","Vehicle/Towed Trailer",199601
199601,10,0,1001178,5538285,"D","01/10/1996 12:00:00",8,"M","Vehicle/Towed Trailer",199601
199601,18,0,1001179,5538500,"D","01/18/1996 12:00:00",44,"M","Vehicle/Towed Trailer",199601
199601,18,0,1001180,5535993,"D","01/18/1996 12:00:00",48,"M","Outside/Open Areas",199601
199601,9,0,1001183,5538088,"D","01/09/1996 12:00:00",89,"M","Outside/Open Areas",199601
199601,18,0,1001184,5538297,"D","01/18/1996 12:00:00",88,"M","Outside/Open Areas",199601
199601,30,0,1001185,5538557,"D","01/30/1996 12:00:00",85,"M","Outside/Open Areas",199601
199601,30,0,1001186,5538562,"D","01/30/1996 12:00:00",31,"M","Outside/Open Areas",199601
199602,1,0,1001252,5542840,"D","02/01/1996 12:00:00",60,"M","Outside/Open Areas",199602
199602,4,0,1001253,5542841,"D","02/04/1996 12:00:00",72,"M","Outside/Open Areas",199602
199602,2,0,1001254,5539655,"D","02/02/1996 12:00:00",63,"M","Outside/Open Areas",199602
199602,3,0,1001255,5539670,"D","02/03/1996 12:00:00",42,"M","Outside/Open Areas",199602
199602,2,0,1001259,5548992,"D","02/02/1996 12:00:00",69,"M","Permanent Home",199602
199602,4,0,1001276,5548494,"D","02/04/1996 12:00:00",77,"F","Outside/Open Areas",199602
199602,4,0,1001277,5548505,"D","02/04/1996 12:00:00",67,"M","Permanent Home",199602
199602,5,0,1001625,5580203,"D","02/05/1996 12:00:00",21,"F","Vehicle/Towed Trailer",199602
199602,4,0,1001626,5580206,"D","02/04/1996 12:00:00",47,"M","Mobile/Trailer Home",199602
199602,4,0,1001627,5580207,"D","02/04/1996 12:00:00",38,"F","Mobile/Trailer Home",199602
199602,4,0,1001628,5580207,"D","02/04/1996 12:00:00",10,"M","Mobile/Trailer Home",199602
199602,5,0,1001629,5580208,"D","02/05/1996 12:00:00",81,"F","Permanent Home",199602
199602,28,0,1001643,5575644,"D","02/28/1996 12:00:00",59,"M","Outside/Open Areas",199602
199602,2,0,1001703,5582843,"D","02/02/1996 12:00:00",31,"F","Outside/Open Areas",199602
199602,8,0,1001282,5547696,"D","02/08/1996 12:00:00",67,"M","In Water",199602
199602,8,0,1001283,5547696,"D","02/08/1996 12:00:00",17,"F","In Water",199602
199602,8,0,1001284,5547696,"D","02/08/1996 12:00:00",41,"M","In Water",199602
199602,8,0,1001285,5547696,"D","02/08/1996 12:00:00",19,"M","In Water",199602
199602,25,0,1001358,5552404,"D","02/25/1996 12:00:00",44,"M","Vehicle/Towed Trailer",199602
199602,25,0,1001359,5552404,"D","02/25/1996 12:00:00",6,"M","Vehicle/Towed Trailer",199602
199603,25,0,1001273,5547364,"D","03/25/1996 12:00:00",39,"F","Vehicle/Towed Trailer",199603
199603,25,0,1001274,5547364,"D","03/25/1996 12:00:00",10,"F","Vehicle/Towed Trailer",199603
199603,16,0,1001517,5572962,"D","03/16/1996 12:00:00",48,"M","Boat",199603
199603,20,0,1001279,5549201,"D","03/20/1996 12:00:00",38,"M","Outside/Open Areas",199603
199603,12,0,1001206,5537682,"D","03/12/1996 12:00:00",26,"M","Boat",199603
199603,12,0,1001207,5537682,"D","03/12/1996 12:00:00",44,"M","Boat",199603
199603,27,0,1001219,5542165,"D","03/27/1996 12:00:00",NA,"M","In Water",199603
199603,27,0,1001220,5542165,"D","03/27/1996 12:00:00",NA,"M","In Water",199603
199603,27,0,1001221,5542165,"D","03/27/1996 12:00:00",NA,"M","In Water",199603
199603,27,0,1001222,5542165,"D","03/27/1996 12:00:00",NA,"M","In Water",199603
199603,27,0,1001223,5542165,"D","03/27/1996 12:00:00",NA,"M","In Water",199603
199603,25,0,1001224,5542419,"D","03/25/1996 12:00:00",35,"M","Outside/Open Areas",199603
199603,25,0,1001230,5539829,"D","03/25/1996 12:00:00",62,"M","Vehicle/Towed Trailer",199603
199603,15,0,1001256,5541192,"D","03/15/1996 12:00:00",31,"M","Permanent Home",199603
199603,8,0,1001257,5540703,"D","03/08/1996 12:00:00",90,"M","Outside/Open Areas",199603
199603,8,0,1001258,5540704,"D","03/08/1996 12:00:00",47,"M","Outside/Open Areas",199603
199603,25,0,1001262,5549785,"D","03/25/1996 12:00:00",42,"F","Vehicle/Towed Trailer",199603
199603,25,0,1001263,5549797,"D","03/25/1996 12:00:00",24,"M","Outside/Open Areas",199603
199603,6,0,1001264,5546526,"D","03/06/1996 12:00:00",17,"F","Permanent Home",199603
199603,6,0,1001266,5546526,"D","03/06/1996 12:00:00",50,"M","Mobile/Trailer Home",199603
199603,6,0,1001267,5546526,"D","03/06/1996 12:00:00",52,"F","Mobile/Trailer Home",199603
199603,6,0,1001268,5546532,"D","03/06/1996 12:00:00",25,"M","Mobile/Trailer Home",199603
199603,6,0,1001269,5546532,"D","03/06/1996 12:00:00",30,"M","Mobile/Trailer Home",199603
199603,6,0,1001270,5546533,"D","03/06/1996 12:00:00",52,"F","Mobile/Trailer Home",199603
199603,8,0,1001271,5546744,"D","03/08/1996 12:00:00",59,"M","Outside/Open Areas",199603
199603,25,0,1001644,5575657,"D","03/25/1996 12:00:00",40,"M","Vehicle/Towed Trailer",199603
199603,24,0,1001651,5576190,"D","03/24/1996 12:00:00",35,"M","Other",199603
199603,24,0,1001652,5576190,"D","03/24/1996 12:00:00",35,"M","Other",199603
199603,3,0,1001294,5545851,"D","03/03/1996 12:00:00",18,"F","Vehicle/Towed Trailer",199603
199603,7,0,1001296,5545862,"D","03/07/1996 12:00:00",83,"M","Vehicle/Towed Trailer",199603
199603,7,0,1001297,5545862,"D","03/07/1996 12:00:00",82,"F","Vehicle/Towed Trailer",199603
199604,29,0,1001393,5561333,"D","04/29/1996 12:00:00",6,"M","In Water",199604
199604,29,0,1001394,5561335,"D","04/29/1996 12:00:00",6,"M","In Water",199604
199604,21,0,1001488,5562706,"D","04/21/1996 12:00:00",37,"M","Mobile/Trailer Home",199604
199604,21,0,1001489,5562706,"D","04/21/1996 12:00:00",10,"M","Mobile/Trailer Home",199604
199604,25,0,1001278,5547218,"D","04/25/1996 12:00:00",13,"M","Under Tree",199604
199604,21,0,1001682,5584104,"D","04/21/1996 12:00:00",2,"F","Permanent Home",199604
199604,21,0,1001683,5584104,"D","04/21/1996 12:00:00",5,"M","Permanent Home",199604
199604,20,0,1001280,5546382,"D","04/20/1996 12:00:00",56,"M","Camping",199604
199604,20,0,1001281,5546382,"D","04/20/1996 12:00:00",55,"F","Camping",199604
199604,16,0,1001286,5547274,"D","04/16/1996 12:00:00",15,"M","Outside/Open Areas",199604
199604,5,0,1001287,5545384,"D","04/05/1996 12:00:00",51,"M","Golfing",199604
199604,20,0,1001298,5545465,"D","04/20/1996 12:00:00",18,"M","Mobile/Trailer Home",199604
199604,23,0,1001300,5543438,"D","04/23/1996 12:00:00",84,"F","Camping",199604
199604,18,0,1001301,5543619,"D","04/18/1996 12:00:00",25,"M","Outside/Open Areas",199604
199604,14,0,1001320,5543481,"D","04/14/1996 12:00:00",71,"M","Mobile/Trailer Home",199604
199604,14,0,1001321,5543481,"D","04/14/1996 12:00:00",64,"F","Mobile/Trailer Home",199604
199604,14,0,1001322,5543481,"D","04/14/1996 12:00:00",65,"M","Mobile/Trailer Home",199604
199604,14,0,1001323,5543481,"D","04/14/1996 12:00:00",65,"F","Mobile/Trailer Home",199604
199604,14,0,1001324,5543481,"D","04/14/1996 12:00:00",53,"F","Permanent Home",199604
199604,14,0,1001325,5543482,"D","04/14/1996 12:00:00",54,"M","Permanent Home",199604
199604,14,0,1001326,5543482,"D","04/14/1996 12:00:00",50,"F","Permanent Home",199604
199604,19,0,1001330,5543905,"D","04/19/1996 12:00:00",55,"F","Vehicle/Towed Trailer",199604
199604,12,0,1001341,5555450,"D","04/12/1996 12:00:00",75,"F","Permanent Home",199604
199604,12,0,1001342,5555451,"D","04/12/1996 12:00:00",NA,"M","Boat",199604
199604,12,0,1001343,5555451,"D","04/12/1996 12:00:00",NA,"M","Boat",199604
199604,12,0,1001344,5555453,"D","04/12/1996 12:00:00",75,"M","Vehicle/Towed Trailer",199604
199604,17,0,1001347,5554861,"D","04/17/1996 12:00:00",16,"M","Under Tree",199604
199605,21,0,1001438,5557547,"D","05/21/1996 12:00:00",14,"M","Other",199605
199605,21,0,1001404,5560391,"D","05/21/1996 12:00:00",74,"M","Vehicle/Towed Trailer",199605
199605,4,0,1001420,5558766,"D","05/04/1996 12:00:00",73,"M","Outside/Open Areas",199605
199605,26,0,1001519,5573364,"D","05/26/1996 12:00:00",79,"M","Boat",199605
199605,16,0,1001302,5545935,"D","05/16/1996 12:00:00",1,"M","In Water",199605
199605,9,0,1001327,5545142,"D","05/09/1996 12:00:00",58,"M","Outside/Open Areas",199605
199605,20,0,1001328,5545155,"D","05/20/1996 12:00:00",68,"F","Permanent Home",199605
199605,19,0,1001329,5545155,"D","05/19/1996 12:00:00",72,"M","Permanent Home",199605
199605,31,0,1001334,5555387,"D","05/31/1996 12:00:00",59,"M","In Water",199605
199605,5,0,1001345,5554060,"D","05/05/1996 12:00:00",10,"M","In Water",199605
199605,5,0,1001348,5555091,"D","05/05/1996 12:00:00",3,"M","Outside/Open Areas",199605
199605,16,0,1001349,5555480,"D","05/16/1996 12:00:00",57,"F","In Water",199605
199605,17,0,1001350,5555484,"D","05/17/1996 12:00:00",82,"F","In Water",199605
199605,17,0,1001351,5555484,"D","05/17/1996 12:00:00",55,"F","In Water",199605
199605,28,0,1001352,5553074,"D","05/28/1996 12:00:00",47,"M","Outside/Open Areas",199605
199605,3,0,1001354,5554496,"D","05/03/1996 12:00:00",26,"M","Outside/Open Areas",199605
199605,12,0,1001355,5555353,"D","05/12/1996 12:00:00",78,"M","Mobile/Trailer Home",199605
199605,5,0,1001356,5555972,"D","05/05/1996 12:00:00",78,"M","Vehicle/Towed Trailer",199605
199605,5,0,1001357,5555972,"D","05/05/1996 12:00:00",66,"F","Vehicle/Towed Trailer",199605
199605,22,0,1001370,5562000,"D","05/22/1996 12:00:00",17,"F","In Water",199605
199605,17,0,1001389,5559585,"D","05/17/1996 12:00:00",33,"F","In Water",199605
199606,12,0,1001437,5556362,"D","06/12/1996 12:00:00",32,"M","Outside/Open Areas",199606
199606,23,0,1001440,5559240,"D","06/23/1996 12:00:00",24,"F","In Water",199606
199606,23,0,1001441,5559242,"D","06/23/1996 12:00:00",24,"F","In Water",199606
199606,22,0,1001442,5559275,"D","06/22/1996 12:00:00",61,"M","Permanent Home",199606
199606,30,0,1001443,5559276,"D","06/30/1996 12:00:00",81,"F","Permanent Home",199606
199606,12,0,1001455,5567519,"D","06/12/1996 12:00:00",13,"F","Permanent Home",199606
199606,4,0,1001459,5567944,"D","06/04/1996 12:00:00",16,"M","Other",199606
199606,4,0,1001460,5567944,"D","06/04/1996 12:00:00",16,"F","Other",199606
199606,12,0,1001484,5567093,"D","06/12/1996 12:00:00",52,"M","Vehicle/Towed Trailer",199606
199606,12,0,1001485,5567093,"D","06/12/1996 12:00:00",54,"M","In Water",199606
199606,19,0,1001492,5563375,"D","06/19/1996 12:00:00",24,"M","In Water",199606
199606,13,0,1001395,5561505,"D","06/13/1996 12:00:00",41,"M","Outside/Open Areas",199606
199606,26,0,1001396,5561517,"D","06/26/1996 12:00:00",28,"M","Long Span Roof",199606
199606,19,0,1001405,5560605,"D","06/19/1996 12:00:00",36,"F","Outside/Open Areas",199606
199606,19,0,1001406,5560610,"D","06/19/1996 12:00:00",29,"M","In Water",199606
199606,19,0,1001407,5560610,"D","06/19/1996 12:00:00",29,"F","In Water",199606
199606,19,0,1001408,5560613,"D","06/19/1996 12:00:00",28,"M","Outside/Open Areas",199606
199606,16,0,1001411,5557840,"D","06/16/1996 12:00:00",78,"F","Under Tree",199606
199606,13,0,1001508,5573083,"D","06/13/1996 12:00:00",17,"F","Ball Field",199606
199606,7,0,1001534,5574065,"D","06/07/1996 12:00:00",38,"M","Outside/Open Areas",199606
199606,19,0,1001535,5574242,"D","06/19/1996 12:00:00",47,"M","Vehicle/Towed Trailer",199606
199606,20,0,1001539,5570178,"D","06/20/1996 12:00:00",NA,"","Vehicle/Towed Trailer",199606
199606,22,0,1001540,5570188,"D","06/22/1996 12:00:00",31,"M","School",199606
199606,3,0,1001619,5580387,"D","06/03/1996 12:00:00",NA,"","Vehicle/Towed Trailer",199606
199606,30,0,1001666,5576433,"D","06/30/1996 12:00:00",10,"M","In Water",199606
199606,28,0,1001687,5583418,"D","06/28/1996 12:00:00",25,"M","Camping",199606
199606,2,0,1001335,5555392,"D","06/02/1996 12:00:00",11,"M","In Water",199606
199606,27,0,1001353,5553296,"D","06/27/1996 12:00:00",38,"M","Mobile/Trailer Home",199606
199606,9,0,1001360,5552853,"D","06/09/1996 12:00:00",22,"M","In Water",199606
199606,7,0,1001361,5552853,"D","06/07/1996 12:00:00",24,"M","In Water",199606
199606,6,0,1001362,5552853,"D","06/06/1996 12:00:00",56,"M","In Water",199606
199606,13,0,1001363,5550599,"D","06/13/1996 12:00:00",29,"M","Heavy Equipment/Construction",199606
199606,22,0,1001365,5551690,"D","06/22/1996 12:00:00",73,"M","Vehicle/Towed Trailer",199606
199606,23,0,1001366,5549919,"D","06/23/1996 12:00:00",39,"M","Outside/Open Areas",199606
199606,1,0,1001367,5551726,"D","06/01/1996 12:00:00",39,"M","Outside/Open Areas",199606
199606,17,0,1001368,5551508,"D","06/17/1996 12:00:00",20,"M","Ball Field",199606
199606,3,0,1001371,5562012,"D","06/03/1996 12:00:00",15,"M","In Water",199606
199606,6,0,1001372,5560267,"D","06/06/1996 12:00:00",9,"M","Outside/Open Areas",199606
199606,3,0,1001373,5560614,"D","06/03/1996 12:00:00",30,"F","Outside/Open Areas",199606
199606,25,0,1001375,5561260,"D","06/25/1996 12:00:00",46,"M","Vehicle/Towed Trailer",199606
199606,29,0,1001388,5562095,"D","06/29/1996 12:00:00",32,"M","Golfing",199606
199607,6,0,1001429,5557695,"D","07/06/1996 12:00:00",93,"F","Permanent Home",199607
199607,8,0,1001431,5557695,"D","07/08/1996 12:00:00",67,"F","Permanent Home",199607
199607,8,0,1001432,5557695,"D","07/08/1996 12:00:00",82,"M","Permanent Home",199607
199607,9,0,1001433,5557695,"D","07/09/1996 12:00:00",71,"F","Permanent Home",199607
199607,12,0,1001436,5558277,"D","07/12/1996 12:00:00",73,"M","Mobile/Trailer Home",199607
199607,28,0,1001439,5558502,"D","07/28/1996 12:00:00",81,"M","Permanent Home",199607
199607,4,0,1001444,5558384,"D","07/04/1996 12:00:00",32,"M","Outside/Open Areas",199607
199607,7,0,1001445,5558388,"D","07/07/1996 12:00:00",32,"M","In Water",199607
199607,7,0,1001446,5558389,"D","07/07/1996 12:00:00",43,"M","In Water",199607
199607,19,0,1001447,5558390,"D","07/19/1996 12:00:00",NA,"M","In Water",199607
199607,26,0,1001448,5558391,"D","07/26/1996 12:00:00",50,"M","In Water",199607
199607,27,0,1001449,5558392,"D","07/27/1996 12:00:00",14,"M","In Water",199607
199607,30,0,1001450,5558393,"D","07/30/1996 12:00:00",48,"M","In Water",199607
199607,17,0,1001451,5567825,"D","07/17/1996 12:00:00",26,"M","Permanent Home",199607
199607,15,0,1001452,5568021,"D","07/15/1996 12:00:00",20,"M","Ball Field",199607
199607,17,0,1001456,5568094,"D","07/17/1996 12:00:00",28,"M","Outside/Open Areas",199607
199607,29,0,1001457,5568095,"D","07/29/1996 12:00:00",82,"M","Vehicle/Towed Trailer",199607
199607,15,0,1001461,5568310,"D","07/15/1996 12:00:00",32,"F","Vehicle/Towed Trailer",199607
199607,15,0,1001463,5568310,"D","07/15/1996 12:00:00",7,"M","Vehicle/Towed Trailer",199607
199607,15,0,1001464,5568310,"D","07/15/1996 12:00:00",12,"M","Vehicle/Towed Trailer",199607
199607,21,0,1001471,5566828,"D","07/21/1996 12:00:00",18,"F","Vehicle/Towed Trailer",199607
199607,29,0,1001472,5566839,"D","07/29/1996 12:00:00",41,"F","Vehicle/Towed Trailer",199607
199607,18,0,1001474,5567983,"D","07/18/1996 12:00:00",20,"M","In Water",199607
199607,18,0,1001475,5567983,"D","07/18/1996 12:00:00",61,"M","In Water",199607
199607,12,0,1001501,5562800,"D","07/12/1996 12:00:00",41,"M","In Water",199607
199607,29,0,1001398,5560005,"D","07/29/1996 12:00:00",15,"M","In Water",199607
199607,6,0,1001399,5560006,"D","07/06/1996 12:00:00",27,"M","In Water",199607
199607,7,0,1001400,5560007,"D","07/07/1996 12:00:00",35,"M","In Water",199607
199607,28,0,1001401,5560008,"D","07/28/1996 12:00:00",NA,"M","In Water",199607
199607,30,0,1001402,5560009,"D","07/30/1996 12:00:00",67,"F","In Water",199607
199607,15,0,1001403,5560012,"D","07/15/1996 12:00:00",34,"F","Vehicle/Towed Trailer",199607
199607,20,0,1001421,5557472,"D","07/20/1996 12:00:00",27,"M","Outside/Open Areas",199607
199607,17,0,1001422,5557483,"D","07/17/1996 12:00:00",7,"M","Outside/Open Areas",199607
199607,10,0,1001423,5557495,"D","07/10/1996 12:00:00",28,"M","In Water",199607
199607,1,0,1001424,5557496,"D","07/01/1996 12:00:00",32,"M","In Water",199607
199607,13,0,1001425,5557510,"D","07/13/1996 12:00:00",24,"M","Heavy Equipment/Construction",199607
199607,7,0,1001426,5557693,"D","07/07/1996 12:00:00",76,"M","Permanent Home",199607
199607,4,0,1001427,5557693,"D","07/04/1996 12:00:00",77,"F","Permanent Home",199607
199607,13,0,1001503,5564440,"D","07/13/1996 12:00:00",75,"F","Permanent Home",199607
199607,19,0,1001511,5574552,"D","07/19/1996 12:00:00",73,"F","Mobile/Trailer Home",199607
199607,19,0,1001512,5574565,"D","07/19/1996 12:00:00",4,"M","In Water",199607
199607,4,0,1001520,5575019,"D","07/04/1996 12:00:00",83,"F","Permanent Home",199607
199607,4,0,1001521,5575019,"D","07/04/1996 12:00:00",87,"M","Permanent Home",199607
199607,4,0,1001522,5575020,"D","07/04/1996 12:00:00",71,"M","Permanent Home",199607
199607,4,0,1001523,5575021,"D","07/04/1996 12:00:00",66,"M","Permanent Home",199607
199607,4,0,1001524,5575022,"D","07/04/1996 12:00:00",67,"M","Permanent Home",199607
199607,4,0,1001525,5575023,"D","07/04/1996 12:00:00",80,"F","Permanent Home",199607
199607,4,0,1001526,5575023,"D","07/04/1996 12:00:00",89,"M","Outside/Open Areas",199607
199607,8,0,1001536,5574459,"D","07/08/1996 12:00:00",35,"M","In Water",199607
199607,19,0,1001582,5571474,"D","07/19/1996 12:00:00",2,"F","In Water",199607
199607,8,0,1001607,5579405,"D","07/08/1996 12:00:00",34,"M","Outside/Open Areas",199607
199601,8,0,1001187,5535830,"D","01/08/1996 12:00:00",75,"F","Permanent Home",199601
199601,22,0,1001188,5536048,"D","01/22/1996 12:00:00",70,"M","Outside/Open Areas",199601
199601,22,0,1001189,5536048,"D","01/22/1996 12:00:00",NA,"","Outside/Open Areas",199601
199601,22,0,1001190,5536048,"D","01/22/1996 12:00:00",NA,"","Outside/Open Areas",199601
199601,22,0,1001191,5536048,"D","01/22/1996 12:00:00",44,"M","Outside/Open Areas",199601
199601,17,0,1001194,5537602,"D","01/17/1996 12:00:00",33,"M","Business",199601
199601,17,0,1001195,5537602,"D","01/17/1996 12:00:00",21,"M","Business",199601
199601,17,0,1001196,5537602,"D","01/17/1996 12:00:00",57,"F","Business",199601
199601,18,0,1001197,5538403,"D","01/18/1996 12:00:00",56,"M","Outside/Open Areas",199601
199601,27,0,1001198,5538890,"D","01/27/1996 12:00:00",44,"F","Outside/Open Areas",199601
199601,3,0,1001203,5537434,"D","01/03/1996 12:00:00",54,"M","Outside/Open Areas",199601
199601,18,0,1001212,5539723,"D","01/18/1996 12:00:00",72,"M","Outside/Open Areas",199601
199601,26,0,1001214,5540002,"D","01/26/1996 12:00:00",19,"M","Vehicle/Towed Trailer",199601
199601,7,0,1001235,5541966,"D","01/07/1996 12:00:00",72,"M","Outside/Open Areas",199601
199601,9,0,1001236,5541968,"D","01/09/1996 12:00:00",71,"M","Outside/Open Areas",199601
199601,8,0,1001237,5542222,"D","01/08/1996 12:00:00",80,"M","Outside/Open Areas",199601
199601,9,0,1001241,5540874,"D","01/09/1996 12:00:00",67,"M","Outside/Open Areas",199601
199601,19,0,1001242,5541089,"D","01/19/1996 12:00:00",NA,"M","Vehicle/Towed Trailer",199601
199601,20,0,1001244,5541122,"D","01/20/1996 12:00:00",16,"M","Vehicle/Towed Trailer",199601
199601,20,0,1001245,5541122,"D","01/20/1996 12:00:00",15,"F","Vehicle/Towed Trailer",199601
199601,20,0,1001246,5541122,"D","01/20/1996 12:00:00",14,"F","Vehicle/Towed Trailer",199601
199601,9,0,1001247,5541127,"D","01/09/1996 12:00:00",52,"M","Outside/Open Areas",199601
199601,9,0,1001248,5541136,"D","01/09/1996 12:00:00",50,"M","Outside/Open Areas",199601
199601,18,0,1001260,5547790,"D","01/18/1996 12:00:00",56,"M","Other",199601
199601,18,0,1001261,5547790,"D","01/18/1996 12:00:00",51,"M","Outside/Open Areas",199601
199601,19,0,1001704,5583205,"D","01/19/1996 12:00:00",29,"F","Vehicle/Towed Trailer",199601
199601,19,0,1001288,5545610,"D","01/19/1996 12:00:00",27,"M","Vehicle/Towed Trailer",199601
199601,19,0,1001289,5545610,"D","01/19/1996 12:00:00",32,"F","Vehicle/Towed Trailer",199601
199601,19,0,1001291,5545610,"D","01/19/1996 12:00:00",1,"M","Vehicle/Towed Trailer",199601
199601,19,0,1001292,5545610,"D","01/19/1996 12:00:00",52,"M","Vehicle/Towed Trailer",199601
199601,19,0,1001293,5545610,"D","01/19/1996 12:00:00",23,"M","Vehicle/Towed Trailer",199601
199601,7,0,1001303,5546161,"D","01/07/1996 12:00:00",64,"F","Outside/Open Areas",199601
199601,7,0,1001304,5546161,"D","01/07/1996 12:00:00",59,"M","Outside/Open Areas",199601
199601,7,0,1001305,5546161,"D","01/07/1996 12:00:00",50,"M","Outside/Open Areas",199601
199601,7,0,1001306,5546161,"D","01/07/1996 12:00:00",62,"M","Outside/Open Areas",199601
199601,7,0,1001307,5546162,"D","01/07/1996 12:00:00",60,"F","Outside/Open Areas",199601
199601,7,0,1001309,5546167,"D","01/07/1996 12:00:00",84,"F","Outside/Open Areas",199601
199601,7,0,1001310,5546173,"D","01/07/1996 12:00:00",NA,"F","Outside/Open Areas",199601
199601,7,0,1001311,5546180,"D","01/07/1996 12:00:00",88,"F","Outside/Open Areas",199601
199601,7,0,1001312,5546181,"D","01/07/1996 12:00:00",NA,"F","Outside/Open Areas",199601
199601,7,0,1001313,5546183,"D","01/07/1996 12:00:00",47,"F","Outside/Open Areas",199601
199601,12,0,1001314,5543021,"D","01/12/1996 12:00:00",90,"F","Outside/Open Areas",199601
199601,19,0,1001315,5543255,"D","01/19/1996 12:00:00",41,"M","Vehicle/Towed Trailer",199601
199601,19,0,1001316,5543255,"D","01/19/1996 12:00:00",47,"M","Vehicle/Towed Trailer",199601
199601,19,0,1001317,5543255,"D","01/19/1996 12:00:00",25,"M","In Water",199601
199601,28,0,1001318,5543274,"D","01/28/1996 12:00:00",71,"M","In Water",199601
199601,18,0,1001331,5544171,"D","01/18/1996 12:00:00",49,"F","Vehicle/Towed Trailer",199601
199601,28,0,1001332,5544776,"D","01/28/1996 12:00:00",37,"F","Outside/Open Areas",199601
199601,30,0,1001333,5544777,"D","01/30/1996 12:00:00",39,"M","Outside/Open Areas",199601
199601,20,0,1001337,5553410,"D","01/20/1996 12:00:00",49,"M","Permanent Home",199601
199601,19,0,1001338,5553420,"D","01/19/1996 12:00:00",42,"M","Outside/Open Areas",199601
199601,19,0,1001339,5554216,"D","01/19/1996 12:00:00",14,"F","Vehicle/Towed Trailer",199601
199601,21,0,1001340,5554216,"D","01/21/1996 12:00:00",50,"M","Vehicle/Towed Trailer",199601
199601,15,0,1001374,5560815,"D","01/15/1996 12:00:00",NA,"F","Mobile/Trailer Home",199601
199602,25,0,1001397,5559415,"D","02/25/1996 12:00:00",41,"M","Under Tree",199602
199602,27,0,1001410,5556869,"D","02/27/1996 12:00:00",50,"M","Other",199602
199602,3,0,1001412,5558024,"D","02/03/1996 12:00:00",25,"M","Vehicle/Towed Trailer",199602
199602,7,0,1001413,5558048,"D","02/07/1996 12:00:00",8,"F","Outside/Open Areas",199602
199602,7,0,1001414,5558048,"D","02/07/1996 12:00:00",62,"F","Permanent Home",199602
199602,7,0,1001415,5558048,"D","02/07/1996 12:00:00",84,"F","Vehicle/Towed Trailer",199602
199602,8,0,1001416,5558048,"D","02/08/1996 12:00:00",62,"F","Vehicle/Towed Trailer",199602
199602,9,0,1001418,5558048,"D","02/09/1996 12:00:00",NA,"M","Vehicle/Towed Trailer",199602
